Age,Income,LoanAmount,CreditScore,YearsExperience,Gender,Education,City,EmploymentType,LoanApproved
62,35183.0,20698.0,315.0,11,Female,Bachelors,Houston,Self-Employed,0
20,63899.0,16046.0,695.0,21,Male,PhD,Chicago,Salaried,1
39,34398.0,16333.0,636.0,27,Female,High School,Houston,Salaried,0
31,59742.0,18552.0,762.0,16,Male,PhD,New York,Salaried,1
61,60256.0,14268.0,485.0,6,Female,Bachelors,Houston,Unemployed,0
48,48480.0,11900.0,750.0,28,Male,Bachelors,Houston,Self-Employed,1
47,43296.0,27138.0,694.0,15,Male,Bachelors,San Francisco,Self-Employed,1
26,56653.0,21586.0,601.0,0,Female,High School,Chicago,Self-Employed,1
28,21968.0,17823.0,695.0,14,Male,Masters,San Francisco,Salaried,0
33,62705.0,17018.0,776.0,12,Male,Masters,San Francisco,Salaried,1
53,70940.0,23868.0,835.0,14,Female,High School,Houston,Unemployed,0
33,60727.0,22499.0,713.0,27,Male,High School,San Francisco,Unemployed,0
21,48869.0,23558.0,716.0,39,Male,High School,Chicago,Self-Employed,1
44,52924.0,18048.0,515.0,22,Male,Bachelors,New York,Self-Employed,0
30,72003.0,11786.0,792.0,9,Male,PhD,San Francisco,Salaried,1
63,73027.0,23232.0,376.0,36,Male,Bachelors,Houston,Salaried,1
24,46168.0,18504.0,762.0,17,Female,Masters,New York,Salaried,1
39,64038.0,12645.0,339.0,13,Male,PhD,New York,Unemployed,0
46,68358.0,24855.0,516.0,39,Male,Masters,San Francisco,Self-Employed,0
43,42506.0,15339.0,631.0,37,Male,PhD,New York,Salaried,1
46,55393.0,12044.0,423.0,39,Female,Masters,New York,Unemployed,0
66,42983.0,12963.0,686.0,34,Female,High School,San Francisco,Self-Employed,1
26,50270.0,24705.0,684.0,14,Male,PhD,Chicago,Unemployed,1
67,59769.0,18638.0,684.0,2,Male,Masters,New York,Salaried,1
25,47297.0,24555.0,733.0,14,Female,Masters,New York,Salaried,1
21,85277.0,11956.0,666.0,28,Female,High School,New York,Salaried,1
22,57205.0,18142.0,699.0,14,Male,Bachelors,Chicago,Self-Employed,1
44,49488.0,29098.0,785.0,14,Female,High School,New York,Unemployed,0
47,50740.0,11053.0,823.0,12,Female,High School,Houston,Salaried,1
52,49488.0,27782.0,746.0,32,Female,PhD,Chicago,Salaried,1
68,56158.0,25891.0,579.0,30,Male,High School,New York,Salaried,0
53,41384.0,13577.0,360.0,23,Male,PhD,New York,Salaried,0
21,82034.0,26847.0,648.0,3,Female,Masters,New York,Self-Employed,1
26,30978.0,23045.0,766.0,0,Male,Masters,New York,Salaried,0
55,66226.0,15949.0,464.0,36,Male,Bachelors,Houston,Self-Employed,0
60,54456.0,17332.0,833.0,0,Female,Masters,New York,Unemployed,0
42,38228.0,22256.0,815.0,24,Female,Bachelors,Chicago,Self-Employed,0
66,75265.0,21955.0,350.0,17,Male,PhD,Chicago,Self-Employed,0
58,49488.0,14583.0,604.0,22,Male,High School,Chicago,Unemployed,0
24,53781.0,16268.0,829.0,25,Male,High School,Chicago,Salaried,1
50,49848.0,24373.0,453.0,24,Female,Masters,Chicago,Self-Employed,0
38,31471.0,17844.0,687.0,23,Female,Bachelors,San Francisco,Unemployed,0
41,48926.0,24858.0,374.0,15,Male,Masters,New York,Unemployed,0
58,81296.0,23773.0,667.0,11,Male,Masters,San Francisco,Self-Employed,1
67,49488.0,22720.0,303.0,36,Male,Bachelors,New York,Salaried,0
25,23581.0,22634.0,344.0,29,Female,High School,Houston,Unemployed,0
44,55165.0,13051.0,778.0,7,Female,High School,New York,Salaried,1
26,31291.0,30760.0,651.0,28,Female,Masters,Houston,Salaried,0
44,63421.0,33489.0,740.0,1,Male,Bachelors,New York,Salaried,1
61,71220.0,16718.0,388.0,27,Male,PhD,Houston,Self-Employed,0
28,18916.0,20887.0,545.0,6,Female,Masters,Chicago,Self-Employed,0
67,59640.0,43336.0,558.0,7,Male,PhD,San Francisco,Unemployed,1
34,48724.0,9451.0,784.0,24,Male,High School,San Francisco,Salaried,1
59,63897.0,6464.0,630.0,29,Male,Bachelors,Chicago,Salaried,1
58,45628.0,4.0,810.0,29,Female,Bachelors,Chicago,Unemployed,0
33,42693.0,24601.0,599.0,34,Female,Bachelors,Houston,Self-Employed,0
29,58491.0,30518.0,767.0,18,Female,High School,San Francisco,Self-Employed,1
24,41336.0,13546.0,801.0,39,Male,Bachelors,New York,Salaried,1
39,24175.0,23314.0,849.0,0,Male,PhD,San Francisco,Self-Employed,1
57,49488.0,13834.0,639.0,31,Male,Masters,San Francisco,Salaried,1
69,29057.0,10152.0,332.0,15,Male,Bachelors,Houston,Unemployed,1
53,39651.0,14973.0,719.0,16,Male,PhD,New York,Unemployed,0
65,48777.0,28502.0,683.0,25,Female,PhD,San Francisco,Self-Employed,1
56,52176.0,14077.0,317.0,24,Male,High School,New York,Self-Employed,0
19,50509.0,14807.0,391.0,38,Male,PhD,San Francisco,Self-Employed,1
22,49288.0,17685.0,711.0,11,Female,Bachelors,New York,Self-Employed,1
27,45066.0,21093.0,775.0,22,Male,Bachelors,Chicago,Self-Employed,1
23,27560.0,9436.0,469.0,21,Male,Bachelors,Chicago,Salaried,0
67,42243.0,18199.0,735.0,3,Female,Bachelors,San Francisco,Salaried,1
45,43964.0,17900.0,676.0,8,Male,PhD,New York,Self-Employed,1
47,54663.0,7316.0,705.0,18,Male,High School,New York,Self-Employed,1
21,50627.0,18398.0,302.0,13,Female,PhD,Chicago,Self-Employed,0
37,49082.0,29118.0,310.0,34,Female,High School,Houston,Salaried,0
53,65083.0,2690.0,664.0,36,Female,High School,San Francisco,Self-Employed,1
54,44920.0,22679.0,341.0,30,Female,High School,San Francisco,Unemployed,0
30,59069.0,25218.0,474.0,31,Male,PhD,San Francisco,Unemployed,1
47,40851.0,16619.0,371.0,31,Female,Bachelors,Houston,Unemployed,0
43,29425.0,8718.0,698.0,4,Male,PhD,San Francisco,Salaried,0
49,44731.0,21334.0,374.0,18,Female,High School,San Francisco,Salaried,0
68,38829.0,20948.0,380.0,11,Female,PhD,New York,Unemployed,0
51,24182.0,24038.0,774.0,39,Female,Masters,Chicago,Salaried,0
31,47581.0,29427.0,829.0,23,Male,PhD,San Francisco,Salaried,1
40,28971.0,25863.0,414.0,16,Female,PhD,New York,Salaried,0
38,47244.0,28264.0,642.0,20,Male,High School,New York,Salaried,1
55,58082.0,3503.0,823.0,17,Male,Bachelors,San Francisco,Salaried,1
49,19026.0,20592.0,324.0,7,Female,Masters,New York,Self-Employed,0
65,43900.0,16227.0,837.0,23,Male,Bachelors,Chicago,Self-Employed,1
65,-3731.0,10651.0,729.0,22,Male,Masters,San Francisco,Salaried,0
63,35356.0,20350.0,646.0,22,Female,PhD,New York,Self-Employed,1
37,73345.0,20020.0,809.0,39,Male,Masters,Chicago,Self-Employed,1
24,34901.0,31047.0,343.0,20,Female,Masters,San Francisco,Self-Employed,0
61,75570.0,20924.0,656.0,28,Female,Masters,Chicago,Salaried,1
29,36319.0,13228.0,758.0,38,Male,Bachelors,San Francisco,Unemployed,0
30,45536.0,15799.0,814.0,38,Female,Bachelors,San Francisco,Self-Employed,1
54,78575.0,19304.0,783.0,30,Female,PhD,Chicago,Salaried,1
57,38607.0,14153.0,579.0,38,Male,High School,New York,Unemployed,0
47,45192.0,27490.0,373.0,38,Female,PhD,Houston,Salaried,0
51,44215.0,17030.0,656.0,20,Male,Masters,Houston,Salaried,1
61,50777.0,26516.0,508.0,27,Male,PhD,Houston,Unemployed,0
